#FES data re-scaled respect to min value
#Fields: dist.z FES
 -1.6600   0.0353   6.6940   4.7333
 -1.6400   0.1758   6.6687   4.7155
 -1.6200   0.4867   6.5880   4.6584
 -1.6000   0.7878   6.4643   4.5710
 -1.5800   0.9901   6.2432   4.4146
 -1.5600   1.1868   5.8731   4.1529
 -1.5400   1.5306   5.3654   3.7939
 -1.5200   2.1031   4.8164   3.4057
 -1.5000   2.7816   4.3949   3.1076
 -1.4800   3.3200   4.2402   2.9983
 -1.4600   3.5039   4.4262   3.1298
 -1.4400   3.3002   4.9300   3.4861
 -1.4200   2.8835   5.6005   3.9601
 -1.4000   2.5090   6.2572   4.4245
 -1.3800   2.3816   6.7272   4.7569
 -1.3600   2.5698   6.9424   4.9090
 -1.3400   3.0571   6.9616   4.9226
 -1.3200   3.7107   6.9356   4.9042
 -1.3000   4.4178   6.9735   4.9310
 -1.2800   5.0666   7.0721   5.0008
 -1.2600   5.6063   7.1609   5.0635
 -1.2400   6.0275   7.1269   5.0395
 -1.2200   6.3358   6.9122   4.8877
 -1.2000   6.5526   6.5011   4.5970
 -1.1800   6.7016   5.9393   4.1997
 -1.1600   6.8402   5.3099   3.7546
 -1.1400   7.0433   4.6769   3.3070
 -1.1200   7.3948   4.0573   2.8689
 -1.1000   7.9483   3.4648   2.4500
 -1.0800   8.6386   2.8615   2.0234
 -1.0600   9.3445   2.2672   1.6032
 -1.0400   9.9134   1.7202   1.2164
 -1.0200  10.2475   1.3162   0.9307
 -1.0000  10.4151   1.1053   0.7816
 -0.9800  10.5859   1.0677   0.7550
 -0.9600  10.9578   1.0989   0.7770
 -0.9400  11.6418   1.0799   0.7636
 -0.9200  12.5907   0.9007   0.6369
 -0.9000  13.6512   0.5676   0.4013
 -0.8800  14.6484   0.1325   0.0937
 -0.8600  15.4914   0.3302   0.2335
 -0.8400  16.1559   0.7959   0.5628
 -0.8200  16.7229   1.2626   0.8928
 -0.8000  17.3298   1.7188   1.2154
 -0.7800  18.0820   2.1324   1.5078
 -0.7600  18.9994   2.4319   1.7196
 -0.7400  19.9662   2.5727   1.8192
 -0.7200  20.7762   2.5624   1.8119
 -0.7000  21.2586   2.4724   1.7482
 -0.6800  21.4017   2.3726   1.6777
 -0.6600  21.3680   2.3396   1.6543
 -0.6400  21.4082   2.4259   1.7154
 -0.6200  21.7030   2.6920   1.9035
 -0.6000  22.2561   3.1440   2.2231
 -0.5800  22.9201   3.7703   2.6660
 -0.5600  23.5439   4.4821   3.1693
 -0.5400  24.0938   5.1731   3.6579
 -0.5200  24.6792   5.7207   4.0452
 -0.5000  25.4321   6.0462   4.2753
 -0.4800  26.3613   6.1426   4.3435
 -0.4600  27.3261   6.0928   4.3083
 -0.4400  28.1382   6.0411   4.2717
 -0.4200  28.6897   6.0964   4.3108
 -0.4000  29.0501   6.3127   4.4637
 -0.3800  29.4050   6.6915   4.7316
 -0.3600  29.9174   7.2014   5.0922
 -0.3400  30.6311   7.8199   5.5295
 -0.3200  31.4868   8.4877   6.0017
 -0.3000  32.4069   9.1565   6.4746
 -0.2800  33.3994   9.7585   6.9003
 -0.2600  34.5637  10.2564   7.2524
 -0.2400  36.0162  10.6271   7.5145
 -0.2200  37.7164  10.8688   7.6854
 -0.2000  39.4625  11.0245   7.7955
 -0.1800  40.9625  11.1994   7.9191
 -0.1600  41.9943  11.5003   8.1319
 -0.1400  42.5618  11.9959   8.4824
 -0.1200  42.9195  12.6310   8.9315
 -0.1000  43.3944  13.2785   9.3893
 -0.0800  44.2384  13.8661   9.8048
 -0.0600  45.4720  14.4188  10.1957
 -0.0400  46.9272  15.0399  10.6348
 -0.0200  48.4147  15.7880  11.1638
  0.0000  49.8749  16.6107  11.7455
  0.0200  51.3545  17.3527  12.2702
  0.0400  52.9331  17.8789  12.6423
  0.0600  54.5739  18.1447  12.8303
  0.0800  56.1333  18.2644  12.9149
  0.1000  57.4471  18.4271  13.0299
  0.1200  58.4812  18.7976  13.2919
  0.1400  59.3524  19.4704  13.7676
  0.1600  60.2400  20.4036  14.4275
  0.1800  61.2707  21.4238  15.1489
  0.2000  62.4313  22.2795  15.7540
  0.2200  63.6606  22.7600  16.0938
  0.2400  64.9145  22.7945  16.1181
  0.2600  66.2478  22.4921  15.9043
  0.2800  67.7672  22.1014  15.6281
  0.3000  69.5341  21.8553  15.4540
  0.3200  71.5056  21.8669  15.4622
  0.3400  73.5268  22.0908  15.6206
  0.3600  75.4141  22.3881  15.8307
  0.3800  77.0598  22.5951  15.9772
  0.4000  78.4615  22.6174  15.9929
  0.4200  79.7283  22.4538  15.8772
  0.4400  80.9560  22.1622  15.6710
  0.4600  82.2159  21.8159  15.4262
  0.4800  83.5299  21.4679  15.1801
  0.5000  84.8947  21.1275  14.9394
  0.5200  86.3349  20.7762  14.6910
  0.5400  87.8830  20.4134  14.4345
  0.5600  89.5570  20.0754  14.1955
  0.5800  91.3336  19.8190  14.0142
  0.6000  93.1641  19.6585  13.9007
  0.6200  95.0073  19.5689  13.8373
  0.6400  96.8423  19.5038  13.7913
  0.6600  98.6979  19.4201  13.7321
  0.6800 100.6241  19.3325  13.6702
  0.7000 102.6529  19.2779  13.6315
  0.7200 104.7919  19.2652  13.6226
  0.7400 107.0274  19.2443  13.6077
  0.7600 109.3203  19.1070  13.5107
  0.7800 111.6066  18.7558  13.2623
  0.8000 113.8027  18.1637  12.8437
  0.8200 115.8125  17.3591  12.2747
  0.8400 117.5758  16.4305  11.6182
  0.8600 119.0918  15.4426  10.9196
  0.8800 120.4102  14.4278  10.2020
  0.9000 121.6015  13.3953   9.4719
  0.9200 122.7314  12.3432   8.7279
  0.9400 123.8417  11.2645   7.9652
  0.9600 124.9468  10.1724   7.1930
  0.9800 126.0387   9.0837   6.4232
  1.0000 127.1034   8.0206   5.6715
  1.0200 128.1208   7.0031   4.9520
  1.0400 129.0998   6.0242   4.2598
  1.0600 130.0530   5.0710   3.5857
  1.0800 130.9996   4.1244   2.9164
  1.1000 131.9317   3.1923   2.2573
  1.1200 132.8037   2.3203   1.6407
  1.1400 133.5599   1.5641   1.1060
  1.1600 134.1546   0.9694   0.6855
  1.1800 134.5752   0.5488   0.3881
  1.2000 134.8424   0.2816   0.1991
  1.2200 134.9938   0.1302   0.0920
  1.2400 135.0686   0.0554   0.0392
  1.2600 135.1028   0.0212   0.0150
  1.2800 135.1175   0.0065   0.0046
  1.3000 135.1226   0.0014   0.0010
  1.3200 135.1240   0.0000   0.0000
